email_subject,sendout_date,email_scope,description,total_email_sent,total_email_delivered,total_email_clicks,total_email_open,total_email_bounces,total_revenue,total_sessions,total_web_bounces,total_transactions,total_visitors,total_session_duration,total_pageviews,global_opt_in,gender,flag_unsubscribe,journeys_ids,users_ids
 ,2020-06-04,Campaign, ,1,1, , , , , , , , , , ,TRUE,m,FALSE,28,2505
 ,2020-09-10,Campaign, ,1,1, , , , , , , , , , ,TRUE,m,FALSE,43,2506
 ,2020-09-14,Campaign, ,1,1, , , , , , , , , , , ,u,FALSE,8,2507
 ,2020-09-14,Campaign, ,1,1, , , , , , , , , , ,TRUE,u,FALSE,8,2508
 ,2020-07-31,Campaign, ,1,1,0,2,0, , , , , , , ,TRUE,m,FALSE,7,2509
 ,2020-09-14,Campaign, ,1,1, , , , , , , , , , , ,u,FALSE,8,2510
 ,2020-11-05,Campaign, ,1,1, , , , , , , , , , ,TRUE,u,FALSE,9,2511
 ,2020-07-24,Campaign, ,1,1,0,1,0, , , , , , , ,TRUE,m,FALSE,62,243
 ,2020-10-08,Campaign, ,1,1, , , , , , , , , , ,TRUE,m,FALSE,6,2512
 ,2020-09-14,Campaign, ,1,1, , , , , , , , , , ,TRUE,u,FALSE,8,2513
 ,2020-06-12,Campaign, ,1,1, , , , , , , , , , ,TRUE,u,FALSE,19,2514
 ,2020-01-31,Campaign, ,1,1, , , , , , , , , , ,TRUE,m,FALSE,14,2515
 ,2020-10-08,Campaign, ,1,1,0,3,0, , , , , , , ,TRUE,m,FALSE,6,2516
 ,2020-08-08,Campaign, ,1,1,0,1,0, , , , , , , ,TRUE,m,FALSE,26,2517
 ,2020-08-13,Campaign, ,1,1, , , , , , , , , , ,TRUE,m,FALSE,2,2518
 ,2020-10-13,Campaign, ,1,1, , , , , , , , , , , ,u,FALSE,45,2519
 ,2020-10-16,Campaign, ,1,1,0,1,0, , , , , , , ,TRUE,u,FALSE,53,2520
 ,2020-09-25,Campaign, ,1,1, , , , , , , , , , ,TRUE,m,FALSE,3,2521
 ,2020-10-27,Campaign, ,1,1, , , , , , , , , , ,TRUE,m,FALSE,22,2522
 ,2020-09-10,Campaign, ,1,1, , , , , , , , , , ,TRUE,f,FALSE,43,2523
 ,2020-04-29,Campaign, ,1,1, , , , , , , , , , ,TRUE,m,FALSE,39,2524
 ,2020-11-09,Campaign, ,1,1, , , , , , , , , , ,TRUE,m,FALSE,58,2525
 ,2020-10-30,Campaign, ,1,1, , , , , , , , , , ,TRUE,u,FALSE,37,2526
 ,2020-02-17,Campaign, ,1,1,0,3,0, , , , , , , ,TRUE,m,FALSE,33,2527
 ,2020-08-07,Campaign, ,1,1, , , , , , , , , , ,TRUE,f,FALSE,26,2528
 ,2020-11-09,Campaign, ,1,1,0,4,0, , , , , , , ,TRUE,f,FALSE,58,2529
 ,2020-06-05,Campaign, ,1,1,0,1,0, , , , , , , ,FALSE,f,FALSE,14,2530
 ,2020-10-22,Campaign, ,1,1,0,1,0, , , , , , , ,TRUE,m,FALSE,51,2531
 ,2020-08-13,Campaign, ,1,1, , , , , , , , , , ,TRUE,u,FALSE,2,2532
 ,2020-10-08,Campaign, ,1,1,1,1,0, , , , , , , ,TRUE,m,FALSE,6,2533
 ,2020-09-29,Campaign, ,1,1, , , , , , , , , , ,TRUE,m,FALSE,25,2534
 ,2019-12-12,Campaign, ,1,0,0,0,1, , , , , , , ,TRUE,u,FALSE,53,2535
 ,2020-09-10,Campaign, ,1,1, , , , , , , , , , ,TRUE,f,FALSE,43,2536
 ,2020-08-20,Campaign, ,1,1, , , , , , , , , , ,TRUE,m,FALSE,27,2537
 ,2020-09-14,Campaign, ,1,1, , , , , , , , , , ,TRUE,u,FALSE,8,2538
 ,2020-05-03,Campaign, ,1,1, , , , , , , , , , ,TRUE,u,FALSE,10,2539
 ,2020-11-13,Campaign, ,1,1, , , , , , , , , , ,TRUE,u,FALSE,1,1035
 ,2020-08-27,Campaign, ,1,1, , , , , , , , , , ,TRUE,m,FALSE,15,2540
 ,2020-06-04,Campaign, ,1,1, , , , , , , , , , ,TRUE,m,FALSE,28,2541
 ,2020-10-08,Campaign, ,1,1, , , , , , , , , , ,TRUE,m,FALSE,6,2542
 ,2020-11-05,Campaign, ,1,1, , , , , , , , , , ,TRUE,u,FALSE,9,2543
 ,2020-08-13,Campaign, ,1,1, , , , , , , , , , ,TRUE,u,FALSE,2,2544
 ,2020-10-27,Campaign, ,1,1, , , , , , , , , , , ,u,FALSE,11,2107
 ,2020-10-07,Campaign, ,1,1, , , , , , , , , , ,TRUE,m,FALSE,27,2545
 ,2020-10-22,Campaign, ,1,1, , , , , , , , , , ,TRUE,f,FALSE,6,2546
 ,2020-05-03,Campaign, ,1,1, , , , , , , , , , ,TRUE,u,FALSE,10,2547
 ,2020-11-05,Campaign, ,1,1,0,1,0, , , , , , , ,TRUE,m,FALSE,9,2548
 ,2020-09-14,Campaign, ,1,1, , , , , , , , , , ,TRUE,u,FALSE,8,2549
 ,2020-07-31,Campaign, ,1,1,0,1,0, , , , , , , ,TRUE,m,FALSE,7,2550
 ,2020-09-14,Campaign, ,1,1, , , , , , , , , , ,TRUE,u,FALSE,8,2551
 ,2020-09-12,Campaign, ,1,1, , , , , , , , , , ,TRUE,u,FALSE,33,2552
 ,2020-09-29,Campaign, ,1,1, , , , , , , , , , ,TRUE,m,FALSE,27,2553
 ,2020-09-14,Campaign, ,1,1, , , , , , , , , , ,TRUE,u,FALSE,8,2554
 ,2020-05-01,Campaign, ,1,1, , , , , , , , , , ,TRUE,u,FALSE,10,2555
 ,2020-11-05,Campaign, ,1,1, , , , , , , , , , ,TRUE,f,FALSE,9,2556
 ,2020-11-05,Campaign, ,1,1, , , , , , , , , , ,TRUE,m,FALSE,9,2557
 ,2020-11-13,Campaign, ,1,1, , , , , , , , , , ,TRUE,u,FALSE,1,2558
 ,2020-07-31,Campaign, ,1,1, , , , , , , , , , ,TRUE,f,FALSE,7,2559
 ,2020-10-08,Campaign, ,1,1,0,1,0, , , , , , , ,TRUE,f,FALSE,6,2560
 ,2020-04-29,Campaign, ,1,1, , , , , , , , , , ,TRUE,f,FALSE,39,2561
 ,2020-07-30,Campaign, ,1,1,0,3,0, , , , , , , ,TRUE,m,FALSE,49,2562
 ,2020-05-02,Campaign, ,1,1, , , , , , , , , , ,TRUE,m,FALSE,27,2563
 ,2020-04-09,Campaign, ,1,1, , , , , , , , , , ,TRUE,f,FALSE,34,2564
 ,2020-09-29,Campaign, ,1,1, , , , , , , , , , ,TRUE,m,FALSE,25,2565
 ,2020-10-13,Campaign, ,1,1,0,1,0, , , , , , , ,TRUE,u,FALSE,17,2566
 ,2020-03-24,Campaign, ,1,1, , , , , , , , , , ,TRUE,u,FALSE,20,2567
 ,2020-08-07,Campaign, ,1,1, , , , , , , , , , ,TRUE,m,FALSE,26,2568
 ,2020-10-30,Campaign, ,1,1, , , , , , , , , , ,TRUE,f,FALSE,53,2569
 ,2019-12-05,Campaign, ,1,1, , , , , , , , , , ,TRUE,m,FALSE,73,2570
 ,2020-08-20,Campaign, ,1,1, , , , , , , , , , ,TRUE,f,FALSE,15,91
 ,2020-08-23,Campaign, ,1,1,0,1,0, , , , , , , ,TRUE,m,FALSE,14,1971
 ,2020-05-02,Campaign, ,1,1, , , , , , , , , , ,TRUE,m,FALSE,27,2571
 ,2020-09-30,Campaign, ,1,1,0,7,0, , , , , , , ,TRUE,f,FALSE,14,2572
 ,2020-05-14,Campaign, ,1,1,1,1,0, , , , , , , ,TRUE,m,FALSE,66,2573
 ,2020-10-29,Campaign, ,1,1, , , , , , , , , , ,TRUE,f,FALSE,14,2574
 ,2020-02-28,Campaign, ,1,1,0,1,0, , , , , , , ,TRUE,m,FALSE,33,2575
 ,2020-05-07,Campaign, ,1,1,0,1,0, , , , , , , ,TRUE,m,FALSE,35,2576
 ,2020-10-22,Campaign, ,1,1,0,2,0, , , , , , , ,TRUE,m,FALSE,51,1537
 ,2020-11-09,Campaign, ,1,1, , , , , , , , , , ,TRUE,m,FALSE,58,314
 ,2020-08-22,Campaign, ,1,1,0,1,0, , , , , , , ,TRUE,f,FALSE,12,2577
 ,2019-11-27,Campaign, ,1,1, , , , , , , , , , ,TRUE,f,FALSE,14,2578
 ,2020-09-14,Campaign, ,1,1, , , , , , , , , , ,TRUE,u,FALSE,8,2579
 ,2020-10-08,Campaign, ,1,1, , , , , , , , , , ,TRUE,m,FALSE,6,2580
 ,2020-11-05,Campaign, ,1,1, , , , , , , , , , ,TRUE,u,FALSE,9,2581
 ,2020-09-25,Campaign, ,1,1, , , , , , , , , , ,TRUE,m,FALSE,3,2582
 ,2020-11-05,Campaign, ,1,1, , , , , , , , , , ,TRUE,u,FALSE,9,2583
 ,2020-10-27,Campaign, ,1,1,0,1,0, , , , , , , ,TRUE,u,FALSE,11,2584
 ,2020-04-01,Campaign, ,1,1, , , , , , , , , , ,TRUE,u,FALSE,5,2585
 ,2020-09-14,Campaign, ,1,1, , , , , , , , , , ,TRUE,u,FALSE,8,2586
 ,2020-06-30,Campaign, ,1,1, , , , , , , , , , ,TRUE,u,FALSE,29,2587
 ,2020-10-27,Campaign, ,1,1,0,1,0, , , , , , , ,TRUE,u,FALSE,11,2588
 ,2020-09-10,Campaign, ,1,1,0,1,0, , , , , , , ,TRUE,f,FALSE,43,2589
 ,2020-11-09,Campaign, ,1,1, , , , , , , , , , ,TRUE,u,FALSE,58,2590
 ,2020-10-27,Campaign, ,1,1,0,1,0, , , , , , , ,TRUE,m,FALSE,22,2591
 ,2020-04-22,Campaign, ,1,1, , , , , , , , , , ,TRUE,m,FALSE,27,2592
 ,2020-08-08,Campaign, ,1,1, , , , , , , , , , ,TRUE,f,FALSE,26,2593
 ,2020-10-23,Campaign, ,1,1, , , , , , , , , , ,TRUE,m,FALSE,52,2594
 ,2020-07-23,Campaign, ,1,1,0,1,0, , , , , , , ,TRUE,m,FALSE,49,2595
 ,2020-10-22,Campaign, ,1,1, , , , , , , , , , ,TRUE,u,FALSE,18,2596
 ,2020-10-22,Campaign, ,1,1, , , , , , , , , , ,TRUE,u,FALSE,18,2597
 ,2020-08-18,Campaign, ,1,1, , , , , , , , , , ,FALSE,u,FALSE,15,2598
 ,2020-10-27,Campaign, ,1,1,0,1,0, , , , , , , ,TRUE,m,FALSE,22,2599
 ,2020-10-23,Campaign, ,1,1, , , , , , , , , , ,TRUE,m,FALSE,52,2600
 ,2019-11-11,Campaign, ,1,1, , , , , , , , , , ,TRUE,u,FALSE,14,2601
 ,2020-11-18,Campaign, ,1,1, , , , , , , , , , ,TRUE,m,FALSE,57,2602
 ,2020-10-13,Campaign, ,1,1, , , , , , , , , , ,TRUE,u,FALSE,45,2603
 ,2020-08-25,Campaign, ,1,1, , , , , , , , , , ,TRUE,m,FALSE,61,2604
 ,2020-05-07,Campaign, ,1,1,0,1,0, , , , , , , ,TRUE,m,FALSE,35,2605
 ,2020-05-22,Campaign, ,1,1, , , , , , , , , , ,TRUE,u,FALSE,53,2606
 ,2020-11-05,Campaign, ,1,1,0,1,0, , , , , , , ,TRUE,f,FALSE,9,2607
 ,2020-11-13,Campaign, ,1,1,0,1,0, , , , , , , ,TRUE,m,FALSE,40,2608
 ,2020-09-14,Campaign, ,1,1, , , , , , , , , , ,TRUE,u,FALSE,8,2609
 ,2020-09-25,Campaign, ,1,1, , , , , , , , , , ,TRUE,u,FALSE,3,2610
 ,2020-05-07,Campaign, ,1,1,0,2,0, , , , , , , ,TRUE,m,FALSE,35,2611
 ,2020-11-05,Campaign, ,1,1, , , , , , , , , , ,TRUE,u,FALSE,9,2612
 ,2020-06-04,Campaign, ,1,1, , , , , , , , , , ,TRUE,f,FALSE,28,2613
 ,2020-09-10,Campaign, ,1,1, , , , , , , , , , ,TRUE,u,FALSE,45,2614
 ,2020-07-31,Campaign, ,1,1,0,1,0, , , , , , , ,TRUE,f,FALSE,7,2615
 ,2020-05-03,Campaign, ,1,1,0,1,0, , , , , , , ,TRUE,m,FALSE,10,2616
 ,2020-08-13,Campaign, ,1,1,0,1,0, , , , , , , ,TRUE,u,FALSE,2,2617
 ,2020-09-14,Campaign, ,1,1,0,1,0, , , , , , , ,TRUE,u,FALSE,8,2618
 ,2020-05-01,Campaign, ,1,1, , , , , , , , , , ,TRUE,u,FALSE,10,2619
 ,2020-11-05,Campaign, ,1,1, , , , , , , , , , ,TRUE,u,FALSE,9,2620
 ,2020-11-05,Campaign, ,1,1,0,1,0, , , , , , , ,TRUE,u,FALSE,9,2621
 ,2020-04-09,Campaign, ,1,1, , , , , , , , , , ,TRUE,f,FALSE,34,2622
 ,2020-07-31,Campaign, ,1,1, , , , , , , , , , ,TRUE,m,FALSE,7,2623
 ,2020-09-14,Campaign, ,1,1, , , , , , , , , , ,TRUE,u,FALSE,8,2624
 ,2020-09-14,Campaign, ,1,1, , , , , , , , , , ,TRUE,u,FALSE,8,2625
 ,2020-05-03,Campaign, ,1,1, , , , , , , , , , ,TRUE,u,FALSE,10,2626
 ,2020-09-14,Campaign, ,1,1, , , , , , , , , , ,FALSE,u,FALSE,8,2627
 ,2020-09-14,Campaign, ,1,1, , , , , , , , , , ,TRUE,u,FALSE,8,2628
 ,2020-11-05,Campaign, ,1,1,0,2,0, , , , , , , ,TRUE,u,FALSE,9,2629
 ,2020-06-02,Campaign, ,1,1, , , , , , , , , , ,TRUE,u,FALSE,29,2630
 ,2020-11-24,Campaign, ,1,1,0,1,0, , , , , , , ,TRUE,u,FALSE,17,2631
 ,2020-11-05,Campaign, ,1,1, , , , , , , , , , ,TRUE,u,FALSE,9,2632
 ,2020-09-25,Campaign, ,1,1, , , , , , , , , , ,TRUE,m,FALSE,3,2633
 ,2020-09-30,Campaign, ,1,1, , , , , , , , , , ,TRUE,f,FALSE,14,2634
 ,2020-09-30,Campaign, ,1,1,1,5,0, , , , , , , ,TRUE,f,FALSE,14,2635
 ,2020-11-05,Campaign, ,1,1, , , , , , , , , , ,TRUE,m,FALSE,9,2636
 ,2020-05-03,Campaign, ,1,1, , , , , , , , , , , ,u,FALSE,10,2637
 ,2020-11-13,Campaign, ,1,1, , , , , , , , , , ,TRUE,u,FALSE,1,2638
 ,2020-05-01,Campaign, ,1,1, , , , , , , , , , ,TRUE,u,FALSE,10,2639
 ,2020-02-04,Campaign, ,1,1,0,2,0, , , , , , , ,TRUE,m,FALSE,54,2640
 ,2020-10-22,Campaign, ,1,1, , , , , , , , , , ,TRUE,m,FALSE,51,2641
 ,2020-10-23,Campaign, ,1,1, , , , , , , , , , ,TRUE,f,FALSE,52,2642
 ,2020-07-30,Campaign, ,1,1, , , , , , , , , , ,TRUE,m,FALSE,49,2643
 ,2020-10-22,Campaign, ,1,1, , , , , , , , , , ,TRUE,u,FALSE,18,2644
 ,2020-09-14,Campaign, ,1,1, , , , , , , , , , , ,u,FALSE,8,2645
 ,2020-11-05,Campaign, ,1,1, , , , , , , , , , ,TRUE,m,FALSE,9,2646
 ,2020-11-27,Campaign, ,1,1, , , , , , , , , , ,TRUE,m,FALSE,24,2647
 ,2020-09-14,Campaign, ,1,1,0,1,0, , , , , , , ,TRUE,u,FALSE,8,2648
 ,2020-10-27,Campaign, ,1,1,0,13,0, , , , , , , ,TRUE,m,FALSE,22,2649
 ,2020-05-15,Campaign, ,1,1, , , , , , , , , , ,TRUE,u,FALSE,29,2650
 ,2020-06-12,Campaign, ,1,1, , , , , , , , , , ,TRUE,m,FALSE,19,2651
 ,2020-06-12,Campaign, ,1,1, , , , , , , , , , ,TRUE,f,FALSE,19,2652
 ,2020-11-05,Campaign, ,1,1, , , , , , , , , , ,TRUE,m,FALSE,9,2653
 ,2020-10-22,Campaign, ,1,1, , , , , , , , , , ,TRUE,m,FALSE,6,2654
 ,2020-11-05,Campaign, ,1,1, , , , , , , , , , ,TRUE,u,FALSE,9,2655
 ,2020-07-31,Campaign, ,1,1, , , , , , , , , , ,TRUE,m,FALSE,7,2656
 ,2020-11-05,Campaign, ,1,1, , , , , , , , , , ,TRUE,m,FALSE,9,2657
 ,2020-05-03,Campaign, ,1,1, , , , , , , , , , ,TRUE,u,FALSE,10,2658
 ,2020-08-27,Campaign, ,1,1, , , , , , , , , , ,TRUE,m,FALSE,38,2659
 ,2020-10-08,Campaign, ,1,1, , , , , , , , , , ,TRUE,m,FALSE,6,1912
 ,2020-09-04,Campaign, ,1,1, , , , , , , , , , ,TRUE,f,FALSE,48,2016
 ,2020-10-22,Campaign, ,1,1, , , , , , , , , , ,TRUE,u,FALSE,18,2660
 ,2020-08-08,Campaign, ,1,1, , , , , , , , , , ,TRUE,f,FALSE,26,2661
 ,2020-10-08,Campaign, ,1,1, , , , , , , , , , ,TRUE,u,FALSE,6,2662
 ,2020-11-05,Campaign, ,1,1, , , , , , , , , , ,TRUE,f,FALSE,14,2663
 ,2020-10-22,Campaign, ,1,1, , , , , , , , , , ,TRUE,u,FALSE,18,2664
 ,2020-10-13,Campaign, ,1,1, , , , , , , , , , ,TRUE,m,FALSE,21,2665
 ,2020-10-22,Campaign, ,1,1,1,10,0, , , , , , , ,TRUE,m,FALSE,51,2666
 ,2020-10-28,Campaign, ,1,1, , , , , , , , , , ,TRUE,u,FALSE,31,2667
 ,2020-05-01,Campaign, ,1,1, , , , , , , , , , ,TRUE,u,FALSE,10,2668
 ,2020-11-05,Campaign, ,1,1, , , , , , , , , , ,TRUE,u,FALSE,9,2667
 ,2019-10-17,RegistrationConfirmation, ,1,1, , , , , , , , , , ,TRUE,u,FALSE,79,2669
 ,2020-05-03,Campaign, ,1,1, , , , , , , , , , ,TRUE,u,FALSE,10,2670
 ,2020-05-28,Campaign, ,1,1, , , , , , , , , , ,TRUE,f,FALSE,32,2671
 ,2020-06-12,Campaign, ,1,1, , , , , , , , , , ,TRUE,u,FALSE,19,2672
 ,2020-09-14,Campaign, ,1,1, , , , , , , , , , , ,u,FALSE,8,2673
 ,2020-09-14,Campaign, ,1,1, , , , , , , , , , ,TRUE,u,FALSE,8,2674
 ,2020-07-21,Campaign, ,1,1,0,3,0, , , , , , , ,TRUE,f,FALSE,69,789
 ,2020-10-22,Campaign, ,1,1,0,2,0, , , , , , , ,TRUE,f,FALSE,6,2675
 ,2020-11-05,Campaign, ,1,1, , , , , , , , , , ,TRUE,m,FALSE,9,2676
 ,2020-05-03,Campaign, ,1,1, , , , , , , , , , ,TRUE,u,FALSE,10,2677
 ,2020-10-27,Campaign, ,1,1, , , , , , , , , , ,TRUE,m,FALSE,11,2678
 ,2020-10-13,Campaign, ,1,1, , , , , , , , , , ,TRUE,m,FALSE,38,2679
 ,2020-09-25,Campaign, ,1,1, , , , , , , , , , ,TRUE,m,FALSE,3,2680
 ,2020-09-25,Campaign, ,1,1,0,4,0, , , , , , , ,TRUE,f,FALSE,3,2681
 ,2020-06-04,Campaign, ,1,1, , , , , , , , , , ,TRUE,m,FALSE,28,2682
 ,2020-05-22,Campaign, ,1,1, , , , , , , , , , ,TRUE,m,FALSE,46,2683
 ,2020-04-09,Campaign, ,1,1, , , , , , , , , , ,TRUE,f,FALSE,34,352
 ,2020-10-27,Campaign, ,1,1,0,3,0, , , , , , , ,TRUE,u,FALSE,11,2684
 ,2020-10-27,Campaign, ,1,1, , , , , , , , , , ,TRUE,u,FALSE,11,2685
 ,2020-09-25,Campaign, ,1,1,1,2,0, , , , , , , ,TRUE,f,FALSE,3,126
 ,2020-10-27,Campaign, ,1,1, , , , , , , , , , ,TRUE,m,FALSE,22,2686
 ,2020-09-14,Campaign, ,1,1, , , , , , , , , , ,TRUE,u,FALSE,8,2687
 ,2020-09-14,Campaign, ,1,1,0,5,0, , , , , , , ,TRUE,u,FALSE,8,2688
 ,2020-09-25,Campaign, ,1,1, , , , , , , , , , ,TRUE,m,FALSE,3,2689
 ,2020-05-07,Campaign, ,1,1, , , , , , , , , , ,TRUE,m,FALSE,35,2690
 ,2019-12-17,Campaign, ,1,1, , , , , , , , , , ,TRUE,m,FALSE,4,2691
 ,2020-11-05,Campaign, ,1,1, , , , , , , , , , ,TRUE,m,FALSE,9,2692
 ,2020-07-31,Campaign, ,1,1, , , , , , , , , , ,TRUE,m,FALSE,7,2693
 ,2020-09-14,Campaign, ,1,1, , , , , , , , , , ,TRUE,u,FALSE,8,2694
 ,2020-09-14,Campaign, ,1,1, , , , , , , , , , , ,u,FALSE,8,2695
 ,2020-08-18,Campaign, ,1,1, , , , , , , , , , ,TRUE,f,FALSE,15,1495
 ,2020-02-13,Campaign, ,1,1, , , , , , , , , , ,FALSE,f,FALSE,30,2696
 ,2020-05-07,Campaign, ,1,1,0,1,0, , , , , , , ,TRUE,m,FALSE,35,2697
 ,2020-08-25,Campaign, ,1,1, , , , , , , , , , ,TRUE,f,FALSE,61,2698
 ,2020-07-31,Campaign, ,1,1, , , , , , , , , , ,TRUE,f,FALSE,7,2115
 ,2020-11-13,Campaign, ,1,1, , , , , , , , , , , ,u,FALSE,1,2699
 ,2020-09-14,Campaign, ,1,1, , , , , , , , , , ,TRUE,u,FALSE,8,1516
 ,2020-10-05,Campaign, ,1,1, , , , , , , , , , ,TRUE,m,FALSE,14,2700
 ,2020-05-07,Campaign, ,1,1, , , , , , , , , , ,TRUE,f,FALSE,35,2701
 ,2020-10-08,Campaign, ,1,1, , , , , , , , , , ,TRUE,f,FALSE,6,2702
 ,2020-05-22,Campaign, ,1,1, , , , , , , , , , ,TRUE,u,FALSE,46,2703
 ,2020-07-01,Campaign, ,1,1, , , , , , , , , , ,TRUE,f,FALSE,70,2704
 ,2020-11-09,Campaign, ,1,1, , , , , , , , , , ,TRUE,u,FALSE,58,2705
 ,2020-08-08,Campaign, ,1,1, , , , , , , , , , ,TRUE,m,FALSE,26,2706
 ,2020-04-30,Campaign, ,1,1,0,1,0, , , , , , , ,TRUE,m,FALSE,36,2707
 ,2020-09-29,Campaign, ,1,1, , , , , , , , , , ,TRUE,m,FALSE,25,2708
 ,2020-04-29,Campaign, ,1,1, , , , , , , , , , ,TRUE,f,FALSE,39,2709
 ,2020-11-05,Campaign, ,1,1, , , , , , , , , , ,TRUE,u,FALSE,9,2710
 ,2020-11-18,Campaign, ,1,1, , , , , , , , , , , ,u,FALSE,57,2711
 ,2020-05-03,Campaign, ,1,1, , , , , , , , , , ,TRUE,u,FALSE,10,721
 ,2020-09-25,Campaign, ,1,1, , , , , , , , , , ,TRUE,m,FALSE,3,2712
 ,2020-08-13,Campaign, ,1,1, , , , , , , , , , ,TRUE,u,FALSE,2,2713
 ,2020-09-14,Campaign, ,1,1, , , , , , , , , , ,TRUE,u,FALSE,8,2714
 ,2020-09-25,Campaign, ,1,1,0,1,0, , , , , , , ,TRUE,m,FALSE,3,2715
 ,2020-09-25,Campaign, ,1,1, , , , , , , , , , ,TRUE,m,FALSE,3,2716
 ,2020-09-14,Campaign, ,1,1, , , , , , , , , , ,TRUE,u,FALSE,8,2717
 ,2020-04-09,Campaign, ,1,1, , , , , , , , , , ,TRUE,f,FALSE,34,2718
 ,2020-09-14,Campaign, ,1,1, , , , , , , , , , ,TRUE,u,FALSE,8,2719
 ,2020-10-13,Campaign, ,1,1, , , , , , , , , , ,TRUE,f,FALSE,21,2720
 ,2020-10-13,Campaign, ,1,1, , , , , , , , , , ,TRUE,m,FALSE,21,2721
 ,2020-09-25,Campaign, ,1,1, , , , , , , , , , ,TRUE,u,FALSE,3,2722
 ,2020-10-13,Campaign, ,1,1,0,1,0, , , , , , , ,TRUE,m,FALSE,21,2723
 ,2020-11-13,Campaign, ,1,1, , , , , , , , , , ,TRUE,u,FALSE,1,2724
 ,2020-08-07,Campaign, ,1,1,0,2,0, , , , , , , ,TRUE,f,FALSE,26,2725
 ,2020-11-05,Campaign, ,1,1, , , , , , , , , , ,TRUE,u,FALSE,9,2726
 ,2020-11-13,Campaign, ,1,1, , , , , , , , , , ,TRUE,u,FALSE,1,2727
 ,2020-05-07,Campaign, ,1,1,0,1,0, , , , , , , ,TRUE,m,FALSE,35,2728
 ,2020-09-08,Campaign, ,1,1, , , , , , , , , , ,TRUE,f,FALSE,15,2729
 ,2020-11-05,Campaign, ,1,1,0,3,0, , , , , , , ,TRUE,m,FALSE,9,2730
 ,2020-04-16,Campaign, ,1,1,0,1,0, , , , , , , ,TRUE,f,FALSE,47,2731
 ,2020-11-05,Campaign, ,1,1, , , , , , , , , , ,TRUE,u,FALSE,9,2732
 ,2020-10-27,Campaign, ,1,1, , , , , , , , , , , ,u,FALSE,11,2733
 ,2020-11-05,Campaign, ,1,1,0,1,0, , , , , , , ,TRUE,f,FALSE,9,1765
 ,2020-09-25,Campaign, ,1,1, , , , , , , , , , ,TRUE,f,FALSE,3,19
 ,2020-10-08,Campaign, ,1,1, , , , , , , , , , ,TRUE,m,FALSE,6,2734
 ,2020-10-27,Campaign, ,1,1, , , , , , , , , , , ,u,FALSE,11,2735
 ,2020-04-01,Campaign, ,1,1, , , , , , , , , , ,TRUE,m,FALSE,5,2736
 ,2020-09-14,Campaign, ,1,1, , , , , , , , , , ,TRUE,u,FALSE,8,2737
 ,2020-11-13,Campaign, ,1,1, , , , , , , , , , , ,u,FALSE,1,2645
 ,2020-04-01,Campaign, ,1,1,0,1,0, , , , , , , ,TRUE,u,FALSE,5,2738
 ,2020-11-16,Campaign, ,1,1,0,1,0, , , , , , , ,TRUE,f,FALSE,14,2739
 ,2020-09-02,Campaign, ,1,1, , , , , , , , , , ,TRUE,f,FALSE,33,2740
 ,2020-07-31,Campaign, ,1,1, , , , , , , , , , ,TRUE,m,FALSE,7,2741
 ,2020-08-13,Campaign, ,1,1, , , , , , , , , , ,TRUE,m,FALSE,13,1151
 ,2020-09-14,Campaign, ,1,1, , , , , , , , , , ,TRUE,u,FALSE,8,2742
 ,2020-10-22,Campaign, ,1,1, , , , , , , , , , ,TRUE,u,FALSE,18,2743
 ,2020-09-10,Campaign, ,1,1, , , , , , , , , , ,TRUE,m,FALSE,43,2744
 ,2020-10-25,Campaign, ,1,1, , , , , , , , , , ,TRUE,f,FALSE,38,2745
 ,2020-07-23,Campaign, ,1,1,1,5,0, , , , , , , ,TRUE,m,FALSE,49,880
 ,2020-04-07,Campaign, ,1,1,0,1,0, , , , , , , ,TRUE,u,FALSE,14,2746
 ,2020-11-20,Campaign, ,1,1,1,2,0, , , , , , , ,TRUE,m,FALSE,55,2747
 ,2020-04-22,Campaign, ,1,1,0,1,0, , , , , , , ,TRUE,f,FALSE,27,2748
 ,2020-10-22,Campaign, ,1,1,0,1,0, , , , , , , ,TRUE,m,FALSE,51,2749
 ,2020-10-08,Campaign, ,1,1, , , , , , , , , , ,TRUE,f,FALSE,6,2750
 ,2020-03-24,Campaign, ,1,1, , , , , , , , , , ,TRUE,u,FALSE,20,2751
 ,2020-11-09,Campaign, ,1,1, , , , , , , , , , ,TRUE,u,FALSE,58,2752
 ,2020-07-01,Campaign, ,1,1,0,1,0, , , , , , , ,TRUE,m,FALSE,70,1761
 ,2020-09-25,Campaign, ,1,1, , , , , , , , , , ,TRUE,m,FALSE,3,2340
 ,2020-09-14,Campaign, ,1,1, , , , , , , , , , , ,u,FALSE,8,2753
 ,2020-10-27,Campaign, ,1,1, , , , , , , , , , ,TRUE,m,FALSE,22,2754
 ,2020-11-05,Campaign, ,1,1, , , , , , , , , , ,TRUE,u,FALSE,9,2755
 ,2020-09-14,Campaign, ,1,1, , , , , , , , , , ,TRUE,f,FALSE,8,2
 ,2020-11-24,Campaign, ,1,1, , , , , , , , , , , ,u,FALSE,57,77
 ,2020-10-18,Campaign, ,1,1, , , , , , , , , , ,TRUE,f,FALSE,14,2756
 ,2020-11-13,Campaign, ,1,1, , , , , , , , , , ,TRUE,u,FALSE,1,2757
 ,2020-04-16,Campaign, ,1,1,0,2,0, , , , , , , ,TRUE,m,FALSE,47,2758
