"","cust_id","age","gender","create_date","case_record_type","case_source","status","complaint_reason","pending_call","time_to_resolution_min","need_replace","ProdCSAT","ServCSAT"
"1407","838",37,"m",2020-03-16,"issue","inbound","closed","Unable to connect the App to the device","n",60,"FALSE",NA,NA
"1408","5708",35,"u",2020-02-23,"issue","inbound","open","Unable to connect the App to the device","y",68,"FALSE",3,3
"1409","2409",33,"u",2020-03-12,"issue","inbound","closed","Remote Keys get stuck","n",54,"FALSE",NA,NA
"1410","5307",39,"u",2020-02-27,"issue","inbound","closed incomplete","Remote Keys get stuck","n",52,"FALSE",3,5
"1411","4694",35,"u",2020-02-11,"issue","inbound","closed","AC remote does not  work","n",67,"FALSE",2,4
"1412","2993",34,"u",2020-04-17,"issue","inbound","closed","WIFI connectivity breaks","n",66,"FALSE",3,5
"1413","996",33,"u",2020-03-15,"issue","inbound","closed","Unable to connect the App to the device","n",57,"FALSE",3,4
"1414","1118",32,"u",2020-01-20,"issue","inbound","closed","Remote Keys get stuck","n",96,"FALSE",4,4
"1415","1928",28,"f",2020-01-04,"issue","inbound","closed","Unable to operate menu from remote","n",68,"FALSE",2,4
"1416","1306",29,"f",2020-03-13,"issue","inbound","closed incomplete","Unable to operate menu from remote","n",67,"FALSE",3,4
"1417","4260",38,"u",2020-01-18,"issue","inbound","closed","Cluttered with popup messages","n",79,"FALSE",NA,NA
"1418","5598",42,"f",2020-02-28,"issue","inbound","open","WIFI connectivity breaks","y",84,"FALSE",NA,NA
"1419","807",29,"u",2020-04-05,"issue","inbound","closed incomplete","Unable to operate menu from remote","n",64,"TRUE",NA,NA
"1420","6437",28,"u",2020-04-12,"issue","inbound","open","Remote Keys get stuck","y",77,"FALSE",NA,NA
"1421","172",38,"m",2020-01-30,"issue","inbound","closed","Remote Keys get stuck","n",39,"FALSE",4,4
"1422","1043",36,"m",2020-01-09,"issue","inbound","closed","WIFI connectivity breaks","n",19,"FALSE",4,3
"1423","3096",32,"u",2020-02-27,"issue","inbound","closed incomplete","Unable to connect the App to the device","n",50,"FALSE",4,5
"1424","5622",31,"u",2020-04-05,"issue","inbound","closed incomplete","Freshner holder stuck","n",81,"FALSE",3,4
"1425","7232",33,"u",2020-02-11,"issue","inbound","closed","Unable to connect the App to the device","n",39,"FALSE",2,4
"1426","1342",31,"m",2020-03-19,"issue","inbound","open","Unable to connect the App to the device","y",88,"FALSE",NA,NA
"1427","1532",37,"u",2020-01-20,"issue","inbound","closed","Motor noise from the system","n",64,"FALSE",3,3
"1428","5921",21,"f",2020-03-18,"issue","inbound","closed","WIFI connectivity breaks","n",39,"FALSE",3,4
"1429","4244",33,"m",2020-03-19,"issue","inbound","closed","Battery backup does not get fully charged","n",61,"FALSE",2,3
"1430","1334",36,"m",2020-01-15,"issue","inbound","closed incomplete","WIFI connectivity breaks","n",77,"FALSE",3,4
"1431","3130",34,"u",2020-04-12,"issue","inbound","closed","Motor noise from the system","n",16,"FALSE",3,2
"1432","2091",31,"u",2020-02-24,"issue","inbound","open","Remote Keys get stuck","y",33,"FALSE",3,5
"1433","2006",38,"m",2020-01-27,"issue","inbound","closed","Remote Keys get stuck","n",78,"FALSE",NA,NA
"1434","5204",34,"f",2020-02-10,"issue","inbound","closed incomplete","Motor noise from the system","n",60,"FALSE",2,3
"1435","5454",42,"u",2020-01-12,"issue","inbound","closed","Motor noise from the system","n",68,"FALSE",NA,NA
"1436","43",33,"m",2020-01-18,"issue","inbound","closed","Fan swing not working","n",73,"FALSE",NA,NA
"1437","2755",31,"u",2020-01-31,"issue","inbound","closed","Unable to connect the App to the device","n",74,"FALSE",3,4
"1438","2190",39,"f",2020-02-28,"issue","inbound","closed","WIFI connectivity breaks","n",76,"FALSE",NA,NA
"1439","7035",24,"f",2020-01-04,"issue","inbound","open","App takes a long time to initialize","y",67,"FALSE",4,4
"1440","1",41,"f",2020-02-23,"issue","inbound","closed","WIFI connectivity breaks","n",101,"FALSE",3,5
"1441","1301",34,"m",2020-02-25,"issue","inbound","open","WIFI connectivity breaks","y",62,"FALSE",3,4
"1442","5020",35,"u",2020-04-08,"issue","inbound","closed","Unable to connect the App to the device","n",32,"FALSE",4,4
"1443","7329",38,"m",2020-01-12,"issue","inbound","open","Unable to connect the App to the device","y",70,"FALSE",3,4
"1444","3801",47,"u",2020-01-29,"issue","inbound","closed","Unable to operate menu from remote","n",103,"FALSE",NA,NA
"1445","5227",39,"m",2020-03-09,"issue","inbound","closed","App takes a long time to initialize","n",46,"FALSE",3,3
"1446","2045",38,"u",2020-02-22,"issue","inbound","closed","Battery does not last full 8 hrs","n",96,"FALSE",3,4
"1447","5889",39,"m",2020-02-12,"issue","inbound","open","Mobile screen blanks on use of phone","y",91,"FALSE",2,4
"1448","5067",38,"f",2020-03-21,"issue","inbound","closed","AC controller sofware missing","n",55,"FALSE",2,4
"1449","329",38,"m",2020-03-29,"issue","inbound","open","Remote Keys get stuck","y",76,"FALSE",2,3
"1450","7530",28,"u",2020-01-17,"issue","inbound","closed","Remote Keys get stuck","n",82,"FALSE",NA,NA
"1451","5034",32,"u",2020-02-25,"issue","inbound","closed","Forgot mobile app password","n",79,"FALSE",NA,NA
"1452","4744",32,"f",2020-01-05,"issue","inbound","closed incomplete","Unable to connect the App to the device","n",73,"FALSE",5,5
"1453","4262",25,"u",2020-04-12,"issue","inbound","closed","Unable to operate menu from remote","n",69,"FALSE",3,3
"1454","3316",42,"m",2020-04-07,"issue","inbound","closed","Remote Keys get stuck","n",48,"FALSE",3,3
"1455","2873",28,"u",2020-01-20,"issue","inbound","closed","Unable to operate menu from remote","n",86,"FALSE",3,3
"1456","6266",30,"f",2020-02-29,"issue","inbound","open","WIFI connectivity breaks","y",61,"FALSE",4,3
"1457","4774",39,"u",2020-03-07,"issue","inbound","closed","AC stops abruptly","n",44,"FALSE",NA,NA
"1458","596",31,"m",2020-02-09,"issue","inbound","closed","Unable to operate menu from remote","n",88,"TRUE",5,4
"1459","4093",27,"m",2020-03-20,"issue","inbound","closed","WIFI connectivity breaks","n",60,"FALSE",4,3
"1460","1698",36,"m",2020-03-19,"issue","inbound","closed","Unable to operate menu from remote","n",52,"FALSE",4,3
"1461","2442",33,"f",2020-03-28,"issue","inbound","closed","Unable to operate menu from remote","n",66,"FALSE",4,5
"1462","546",39,"u",2020-02-21,"issue","inbound","closed","Unable to operate menu from remote","n",102,"FALSE",3,5
"1463","2846",35,"f",2020-03-21,"issue","inbound","open","Cluttered with popup messages","y",62,"FALSE",NA,NA
"1464","3642",37,"m",2020-01-17,"issue","inbound","open","Unable to operate menu from remote","y",70,"FALSE",2,4
"1465","6897",35,"u",2020-02-14,"issue","inbound","closed","Remote Keys get stuck","n",69,"FALSE",NA,NA
"1466","381",38,"m",2020-03-05,"issue","inbound","closed incomplete","Unable to operate menu from remote","n",72,"FALSE",2,5
"1467","869",36,"f",2020-03-02,"issue","inbound","closed","AC controller sofware missing","n",83,"FALSE",NA,NA
"1468","2726",26,"m",2020-04-20,"issue","inbound","closed","Battery does not last full 8 hrs","n",53,"FALSE",3,4
"1469","3170",41,"f",2020-04-14,"issue","inbound","closed","Remote Keys get stuck","n",107,"FALSE",NA,NA
"1470","5787",36,"u",2020-01-30,"issue","inbound","closed","Unable to connect the App to the device","n",65,"FALSE",NA,NA
"1471","1832",35,"m",2020-03-12,"issue","inbound","closed incomplete","Remote Keys get stuck","n",71,"FALSE",NA,NA
"1472","223",28,"f",2020-01-31,"issue","inbound","closed","Unable to operate menu from remote","n",53,"FALSE",4,4
"1473","6162",41,"u",2020-02-02,"issue","inbound","closed","App takes a long time to initialize","n",77,"FALSE",3,5
"1474","25",29,"m",2020-04-11,"issue","inbound","closed","Motor noise from the system","n",80,"FALSE",3,4
"1475","4134",31,"f",2020-01-03,"issue","inbound","open","Remote Keys get stuck","y",81,"FALSE",2,4
"1476","6332",34,"f",2020-02-21,"issue","inbound","open","Unable to operate menu from remote","y",48,"FALSE",3,5
"1477","5494",36,"m",2020-03-10,"issue","inbound","closed","Freshner holder stuck","n",43,"FALSE",NA,NA
"1478","866",35,"u",2020-04-19,"issue","inbound","open","Battery does not last full 8 hrs","y",79,"FALSE",3,4
"1479","1293",41,"u",2020-01-12,"issue","inbound","closed","AC controller sofware missing","n",79,"FALSE",4,4
"1480","3455",32,"u",2020-04-09,"issue","inbound","closed","Unable to operate menu from remote","n",49,"FALSE",3,3
"1481","2598",39,"f",2020-02-18,"issue","inbound","closed","Freshner holder stuck","n",79,"FALSE",4,4
"1482","194",32,"u",2020-02-15,"issue","inbound","closed","AC controller sofware missing","n",58,"FALSE",4,4
"1483","2188",35,"u",2020-01-13,"issue","inbound","closed","Forgot mobile app password","n",67,"FALSE",NA,NA
"1484","1600",29,"m",2020-03-31,"issue","inbound","closed","Fan speed varies at on its own","n",60,"FALSE",NA,NA
"1485","7202",27,"m",2020-01-13,"issue","inbound","open","Temperature control not working","y",97,"FALSE",NA,NA
"1486","6023",33,"m",2020-02-08,"issue","inbound","closed","Cluttered with popup messages","n",32,"FALSE",NA,NA
"1487","1315",33,"m",2020-04-18,"issue","inbound","closed","Freshner holder stuck","n",57,"FALSE",3,4
"1488","137",37,"u",2020-01-23,"issue","inbound","closed","AC controller sofware missing","n",65,"FALSE",NA,NA
"1489","4515",37,"m",2020-02-02,"issue","inbound","closed","Unable to operate menu from remote","n",54,"FALSE",3,4
"1490","5275",38,"f",2020-03-14,"issue","inbound","closed","App takes a long time to initialize","n",60,"FALSE",4,4
"1491","1167",32,"m",2020-01-29,"issue","inbound","closed","Remote Keys get stuck","n",68,"FALSE",3,4
"1492","5404",32,"u",2020-01-15,"issue","inbound","closed","Unable to connect the App to the device","n",51,"FALSE",NA,NA
"1493","64",37,"u",2020-02-08,"issue","inbound","open","AC controller sofware missing","y",53,"FALSE",3,4
"1494","1966",38,"u",2020-02-22,"issue","inbound","closed","Cluttered with popup messages","n",58,"FALSE",3,3
"1495","802",27,"m",2020-04-05,"issue","inbound","closed incomplete","Motor noise from the system","n",96,"FALSE",NA,NA
"1496","3983",32,"m",2020-02-14,"issue","inbound","closed","Temperature control not working","n",78,"FALSE",3,4
"1497","2747",33,"f",2020-01-17,"issue","inbound","closed","Motor noise from the system","n",93,"FALSE",3,4
"1498","6027",35,"m",2020-04-18,"issue","inbound","closed","App takes a long time to initialize","n",38,"FALSE",5,3
"1499","5347",34,"m",2020-02-19,"issue","inbound","open","Temperature control not working","y",47,"FALSE",NA,NA
"1500","241",30,"u",2020-01-09,"issue","inbound","closed","Cluttered with popup messages","n",34,"FALSE",3,5
"1501","7480",32,"m",2020-01-14,"issue","inbound","closed","Freshner holder stuck","n",65,"FALSE",3,5
"1502","6271",30,"m",2020-01-20,"issue","inbound","closed","AC controller sofware missing","n",72,"FALSE",3,5
"1503","3608",36,"m",2020-02-02,"issue","inbound","closed","Remote Keys get stuck","n",72,"FALSE",3,5
"1504","5585",34,"m",2020-02-09,"issue","inbound","closed","WIFI connectivity breaks","n",52,"FALSE",NA,NA
"1505","5898",46,"f",2020-03-02,"issue","inbound","closed","WIFI connectivity breaks","n",61,"FALSE",NA,NA
"1506","2749",34,"f",2020-04-03,"issue","inbound","closed","Factory settings not working","n",78,"FALSE",3,4
"1507","3042",26,"u",2020-02-21,"issue","inbound","closed","Factory settings not working","n",70,"FALSE",3,3
"1508","4484",33,"f",2020-04-13,"issue","inbound","closed","WIFI connectivity breaks","n",54,"FALSE",NA,NA
"1509","1075",35,"f",2020-03-10,"issue","inbound","closed","Unable to operate menu from remote","n",101,"FALSE",NA,NA
"1510","2212",35,"f",2020-03-06,"issue","inbound","open","AC stops abruptly","y",68,"FALSE",2,3
"1511","949",40,"u",2020-04-14,"issue","inbound","closed","AC controller sofware missing","n",58,"FALSE",3,4
"1512","1021",31,"f",2020-02-13,"issue","inbound","closed incomplete","App takes a long time to initialize","n",87,"FALSE",4,4
"1513","1634",44,"u",2020-02-01,"issue","inbound","closed","Motor noise from the system","n",27,"FALSE",5,4
"1514","5177",30,"m",2020-02-18,"issue","inbound","closed","Forgot mobile app password","n",41,"FALSE",4,3
"1515","7290",39,"u",2020-01-22,"issue","inbound","closed","WIFI connectivity breaks","n",38,"FALSE",NA,NA
"1516","3127",39,"f",2020-01-30,"issue","inbound","closed","Unable to operate menu from remote","n",43,"FALSE",3,4
"1517","3458",32,"f",2020-03-23,"issue","inbound","closed","AC controller sofware missing","n",80,"FALSE",2,4
"1518","1314",21,"u",2020-04-10,"issue","inbound","closed","Unable to connect the App to the device","n",58,"FALSE",2,3
"1519","2984",40,"m",2020-04-13,"issue","inbound","closed","Unable to connect the App to the device","n",84,"FALSE",NA,NA
"1520","1847",34,"u",2020-04-07,"issue","inbound","closed incomplete","AC controller sofware missing","n",87,"FALSE",1,4
"1521","961",38,"u",2020-03-22,"issue","inbound","closed","WIFI connectivity breaks","n",40,"FALSE",3,3
"1522","4815",40,"m",2020-01-03,"issue","inbound","closed","Unable to operate menu from remote","n",80,"FALSE",5,4
"1523","3797",36,"f",2020-01-30,"issue","inbound","closed incomplete","Unable to operate menu from remote","n",107,"FALSE",2,4
"1524","6589",38,"m",2020-03-31,"issue","inbound","closed","WIFI connectivity breaks","n",93,"FALSE",2,5
"1525","758",34,"m",2020-04-16,"issue","inbound","closed","Temperature control not working","n",81,"FALSE",3,5
"1526","6653",32,"m",2020-03-01,"issue","inbound","closed","Unable to operate menu from remote","n",92,"FALSE",3,4
"1527","4869",33,"m",2020-01-08,"issue","inbound","open","Unable to operate menu from remote","y",91,"FALSE",3,4
"1528","3739",36,"u",2020-01-18,"issue","inbound","closed","Remote Keys get stuck","n",66,"FALSE",2,5
"1529","1106",46,"m",2020-01-11,"issue","inbound","closed incomplete","Unable to operate menu from remote","n",65,"FALSE",NA,NA
"1530","2346",47,"u",2020-01-29,"issue","inbound","closed","Factory settings not working","n",58,"FALSE",3,5
"1531","1344",43,"f",2020-02-06,"issue","inbound","open","Unable to operate menu from remote","y",66,"FALSE",NA,NA
"1532","210",39,"u",2020-03-24,"issue","inbound","closed","Unable to connect the App to the device","n",32,"FALSE",NA,NA
"1533","6688",30,"f",2020-02-10,"issue","inbound","closed incomplete","Remote Keys get stuck","n",34,"FALSE",2,3
"1534","3715",31,"u",2020-02-26,"issue","inbound","closed","Remote Keys get stuck","n",85,"FALSE",NA,NA
"1535","1790",37,"u",2020-04-07,"issue","inbound","open","Unable to connect the App to the device","y",34,"FALSE",2,4
"1536","7634",32,"f",2020-03-05,"issue","inbound","closed","Motor noise from the system","n",27,"FALSE",2,4
"1537","3954",41,"u",2020-02-13,"issue","inbound","closed","Unable to operate menu from remote","n",46,"FALSE",3,4
"1538","5187",26,"m",2020-02-08,"issue","inbound","closed","Motor noise from the system","n",37,"FALSE",NA,NA
"1539","2656",34,"m",2020-03-08,"issue","inbound","closed","Cluttered with popup messages","n",68,"FALSE",3,2
"1540","784",32,"m",2020-04-06,"issue","inbound","closed","WIFI connectivity breaks","n",88,"FALSE",3,3
"1541","7197",37,"u",2020-02-08,"issue","inbound","closed","Temperature control not working","n",68,"FALSE",3,5
"1542","6856",30,"m",2020-02-13,"issue","inbound","closed incomplete","AC remote does not  work","n",72,"FALSE",4,2
"1543","5922",26,"u",2020-02-15,"issue","inbound","closed","Unable to operate menu from remote","n",64,"FALSE",4,4
"1544","4842",26,"m",2020-01-27,"issue","inbound","closed","Battery does not last full 8 hrs","n",66,"FALSE",NA,NA
"1545","3272",38,"m",2020-01-29,"issue","inbound","open","Battery backup does not get fully charged","y",54,"FALSE",NA,NA
"1546","2358",30,"f",2020-04-05,"issue","inbound","closed","Unable to operate menu from remote","n",87,"FALSE",NA,NA
"1547","4460",33,"u",2020-01-12,"issue","inbound","closed","Freshner holder stuck","n",65,"FALSE",NA,NA
"1548","7267",34,"m",2020-03-21,"issue","inbound","open","Unable to operate menu from remote","y",69,"FALSE",2,3
"1549","746",33,"f",2020-02-09,"issue","inbound","open","Forgot mobile app password","y",82,"FALSE",2,2
"1550","5691",32,"m",2020-03-08,"issue","inbound","open","Remote Keys get stuck","y",61,"FALSE",3,5
"1551","583",45,"f",2020-03-13,"issue","inbound","closed incomplete","Unable to operate menu from remote","n",35,"FALSE",NA,NA
"1552","593",44,"m",2020-03-18,"issue","inbound","closed","Motor noise from the system","n",66,"FALSE",3,3
"1553","1451",31,"f",2020-01-21,"issue","inbound","open","Forgot mobile app password","y",62,"FALSE",3,4
"1554","3411",30,"u",2020-04-05,"issue","inbound","open","Freshner holder stuck","y",52,"FALSE",3,3
"1555","6181",27,"f",2020-01-14,"issue","inbound","closed incomplete","App takes a long time to initialize","n",67,"FALSE",2,5
"1556","7123",32,"f",2020-03-16,"issue","inbound","closed","AC controller sofware missing","n",68,"FALSE",3,4
"1557","6709",32,"f",2020-02-20,"issue","inbound","closed","Reinstalling the app hangs the phone","n",69,"FALSE",3,4
"1558","3408",39,"u",2020-03-30,"issue","inbound","closed","Motor noise from the system","n",75,"FALSE",NA,NA
"1559","2979",36,"f",2020-03-11,"issue","inbound","closed","Cluttered with popup messages","n",85,"FALSE",2,4
"1560","1477",30,"m",2020-04-09,"issue","inbound","closed","Temperature control not working","n",49,"FALSE",2,2
"1561","2478",32,"u",2020-04-02,"issue","inbound","closed","Freshner holder stuck","n",84,"TRUE",3,5
"1562","4165",34,"f",2020-03-29,"issue","inbound","closed","WIFI connectivity breaks","n",43,"FALSE",5,4
"1563","5246",33,"u",2020-01-08,"issue","inbound","open","Remote Keys get stuck","y",65,"FALSE",3,5
"1564","3253",27,"m",2020-01-02,"issue","inbound","closed incomplete","Fan speed varies at on its own","n",34,"FALSE",NA,NA
"1565","3078",29,"m",2020-04-11,"issue","inbound","closed","Motor noise from the system","n",75,"FALSE",4,3
"1566","1172",35,"f",2020-03-20,"issue","inbound","open","Remote Keys get stuck","y",75,"FALSE",3,4
"1567","6461",38,"m",2020-01-05,"issue","inbound","closed","AC controller sofware missing","n",39,"FALSE",NA,NA
"1568","5629",42,"m",2020-04-07,"issue","inbound","closed","Unable to operate menu from remote","n",56,"FALSE",NA,NA
"1569","2202",37,"f",2020-02-27,"issue","inbound","open","Freshner holder stuck","y",19,"FALSE",NA,NA
"1570","7398",29,"m",2020-01-14,"issue","inbound","closed incomplete","Motor noise from the system","n",41,"FALSE",3,5
"1571","7436",31,"f",2020-01-04,"issue","inbound","closed","Remote Keys get stuck","n",44,"FALSE",3,4
"1572","568",40,"m",2020-01-11,"issue","inbound","closed","Motor noise from the system","n",63,"FALSE",5,4
"1573","4498",22,"f",2020-01-09,"issue","inbound","closed","Motor noise from the system","n",50,"TRUE",4,3
"1574","1604",30,"u",2020-02-13,"issue","inbound","closed","Fan swing not working","n",71,"FALSE",3,3
"1575","3528",36,"m",2020-02-18,"issue","inbound","open","Battery does not last full 8 hrs","y",72,"FALSE",2,4
"1576","4321",41,"m",2020-04-14,"issue","inbound","closed","Temperature control not working","n",49,"FALSE",3,3
"1577","910",38,"m",2020-03-03,"issue","inbound","closed","Remote Keys get stuck","n",41,"FALSE",3,5
"1578","4347",43,"f",2020-02-28,"issue","inbound","closed incomplete","AC remote does not  work","n",61,"FALSE",NA,NA
"1579","3532",37,"m",2020-01-03,"issue","inbound","closed","Remote Keys get stuck","n",79,"FALSE",4,3
"1580","1388",37,"m",2020-04-11,"issue","inbound","closed","Remote Keys get stuck","n",66,"FALSE",3,4
"1581","845",34,"u",2020-02-28,"issue","inbound","closed","WIFI connectivity breaks","n",27,"FALSE",2,4
"1582","1785",29,"f",2020-03-20,"issue","inbound","closed","Motor noise from the system","n",66,"FALSE",4,5
"1583","1295",40,"m",2020-03-04,"issue","inbound","closed","Factory settings not working","n",97,"FALSE",3,4
"1584","4148",34,"u",2020-03-30,"issue","inbound","closed","Cluttered with popup messages","n",79,"FALSE",2,4
"1585","108",30,"u",2020-01-27,"issue","inbound","closed","AC stops abruptly","n",58,"FALSE",NA,NA
"1586","6301",37,"m",2020-01-06,"issue","inbound","closed","App takes a long time to initialize","n",72,"FALSE",NA,NA
"1587","6939",34,"m",2020-04-06,"issue","inbound","closed","WIFI connectivity breaks","n",51,"FALSE",4,5
"1588","4349",37,"f",2020-04-04,"issue","inbound","closed","App takes a long time to initialize","n",53,"FALSE",NA,NA
"1589","7471",40,"m",2020-03-24,"issue","inbound","closed","Freshner holder stuck","n",68,"FALSE",NA,NA
"1590","3695",29,"u",2020-01-24,"issue","inbound","closed","WIFI connectivity breaks","n",60,"FALSE",3,4
"1591","2899",35,"u",2020-03-14,"issue","inbound","closed","WIFI connectivity breaks","n",60,"FALSE",2,4
"1592","5316",40,"m",2020-04-20,"issue","inbound","closed","AC controller sofware missing","n",65,"FALSE",2,5
"1593","2055",33,"m",2020-02-21,"issue","inbound","open","Factory settings not working","y",79,"FALSE",4,4
"1594","6791",27,"f",2020-01-29,"issue","inbound","closed","Temperature control not working","n",85,"FALSE",NA,NA
"1595","1075",40,"f",2020-01-28,"issue","inbound","open","Unable to connect the App to the device","y",59,"FALSE",3,3
"1596","1629",27,"m",2020-03-12,"issue","inbound","closed","App takes a long time to initialize","n",53,"FALSE",3,4
"1597","881",35,"m",2020-03-10,"issue","inbound","closed incomplete","Motor noise from the system","n",69,"FALSE",3,5
"1598","4624",27,"m",2020-03-24,"issue","inbound","closed","WIFI connectivity breaks","n",44,"FALSE",NA,NA
"1599","4323",33,"m",2020-02-20,"issue","inbound","closed incomplete","Remote Keys get stuck","n",74,"FALSE",NA,NA
"1600","7024",44,"u",2020-03-14,"issue","inbound","closed","Motor noise from the system","n",45,"FALSE",4,5
"1601","4263",35,"u",2020-02-01,"issue","inbound","closed","WIFI connectivity breaks","n",84,"FALSE",4,4
"1602","1983",43,"m",2020-03-15,"issue","inbound","closed","AC controller sofware missing","n",34,"FALSE",NA,NA
"1603","5981",38,"f",2020-03-23,"issue","inbound","closed","Fan speed varies at on its own","n",120,"TRUE",3,4
"1604","593",43,"u",2020-04-15,"issue","inbound","closed","Unable to operate menu from remote","n",54,"TRUE",2,3
"1605","619",31,"m",2020-03-06,"issue","inbound","closed","AC stops abruptly","n",66,"FALSE",3,3
"1606","5901",33,"u",2020-03-13,"issue","inbound","closed incomplete","Cluttered with popup messages","n",65,"FALSE",NA,NA
"1607","2904",36,"m",2020-04-13,"issue","inbound","closed","Unable to operate menu from remote","n",74,"FALSE",3,4
"1608","2082",27,"u",2020-01-30,"issue","inbound","closed incomplete","Cluttered with popup messages","n",77,"FALSE",3,4
"1609","7555",35,"u",2020-02-08,"issue","inbound","closed incomplete","Factory settings not working","n",86,"FALSE",3,3
"1610","2775",33,"m",2020-02-01,"issue","inbound","closed","Motor noise from the system","n",101,"TRUE",4,5
"1611","5347",34,"f",2020-01-23,"issue","inbound","closed","Motor noise from the system","n",36,"FALSE",2,4
"1612","256",34,"u",2020-04-06,"issue","inbound","open","Temperature control not working","y",38,"FALSE",3,4
"1613","20",32,"m",2020-03-17,"issue","inbound","closed","Unable to operate menu from remote","n",48,"FALSE",NA,NA
"1614","6070",39,"m",2020-02-11,"issue","inbound","closed","Forgot mobile app password","n",42,"FALSE",NA,NA
"1615","829",32,"f",2020-02-21,"issue","inbound","open","Motor noise from the system","y",58,"FALSE",NA,NA
"1616","6053",36,"m",2020-01-26,"issue","inbound","open","WIFI connectivity breaks","y",68,"FALSE",4,4
"1617","3055",38,"m",2020-04-18,"issue","inbound","closed","Remote Keys get stuck","n",99,"FALSE",NA,NA
"1618","3108",31,"u",2020-03-24,"issue","inbound","closed","Motor noise from the system","n",52,"FALSE",3,5
"1619","2970",30,"m",2020-02-23,"issue","inbound","closed","Unable to operate menu from remote","n",47,"FALSE",4,4
"1620","6933",24,"u",2020-02-11,"issue","inbound","closed","Remote Keys get stuck","n",22,"FALSE",2,5
"1621","7207",35,"u",2020-03-10,"issue","inbound","closed","Unable to operate menu from remote","n",85,"FALSE",NA,NA
"1622","1566",23,"m",2020-02-11,"issue","inbound","closed incomplete","Unable to operate menu from remote","n",65,"FALSE",2,3
"1623","1670",32,"u",2020-02-26,"issue","inbound","closed","Unable to connect the App to the device","n",51,"FALSE",4,5
"1624","6927",35,"u",2020-02-09,"issue","inbound","closed","Motor noise from the system","n",71,"FALSE",NA,NA
"1625","4718",31,"f",2020-01-28,"issue","inbound","closed","Unable to operate menu from remote","n",61,"FALSE",NA,NA
"1626","1861",33,"m",2020-01-08,"issue","inbound","closed incomplete","Unable to operate menu from remote","n",82,"FALSE",3,3
"1627","1235",22,"f",2020-02-18,"issue","inbound","closed","Motor noise from the system","n",67,"FALSE",4,3
"1628","7448",29,"u",2020-01-22,"issue","inbound","closed","Unable to connect the App to the device","n",83,"FALSE",3,4
"1629","916",31,"m",2020-04-07,"issue","inbound","closed","Freshner holder stuck","n",67,"FALSE",3,4
"1630","1050",46,"m",2020-04-15,"issue","inbound","closed","Unable to connect the App to the device","n",61,"FALSE",3,4
"1631","2722",38,"m",2020-02-23,"issue","inbound","closed","Cluttered with popup messages","n",85,"FALSE",NA,NA
"1632","833",31,"u",2020-01-19,"issue","inbound","closed","Remote Keys get stuck","n",82,"FALSE",NA,NA
"1633","4469",49,"f",2020-03-29,"issue","inbound","closed","Motor noise from the system","n",56,"FALSE",NA,NA
"1634","1578",41,"u",2020-04-16,"issue","inbound","closed","Unable to connect the App to the device","n",67,"FALSE",4,3
"1635","553",34,"m",2020-02-24,"issue","inbound","open","Motor noise from the system","y",15,"FALSE",3,5
"1636","4504",29,"m",2020-03-11,"issue","inbound","open","AC controller sofware missing","y",97,"FALSE",4,4
"1637","540",35,"m",2020-02-11,"issue","inbound","closed incomplete","Motor noise from the system","n",92,"FALSE",NA,NA
"1638","2077",33,"f",2020-03-11,"issue","inbound","closed","Unable to operate menu from remote","n",73,"FALSE",3,3
"1639","1626",30,"u",2020-02-13,"issue","inbound","closed incomplete","Cluttered with popup messages","n",77,"FALSE",4,4
"1640","1579",43,"m",2020-02-27,"issue","inbound","closed incomplete","Battery does not last full 8 hrs","n",22,"FALSE",NA,NA
"1641","3341",36,"u",2020-02-15,"issue","inbound","closed","Unable to connect the App to the device","n",81,"FALSE",2,4
"1642","4666",38,"u",2020-04-17,"issue","inbound","closed","Remote Keys get stuck","n",85,"FALSE",4,4
"1643","2517",27,"m",2020-02-09,"issue","inbound","closed","Motor noise from the system","n",74,"FALSE",3,3
"1644","6364",34,"m",2020-03-08,"issue","inbound","closed","WIFI connectivity breaks","n",97,"FALSE",NA,NA
"1645","1776",36,"u",2020-03-22,"issue","inbound","closed","AC controller sofware missing","n",85,"FALSE",3,5
"1646","977",35,"f",2020-01-12,"issue","inbound","closed incomplete","Unable to operate menu from remote","n",87,"TRUE",3,3
"1647","6573",41,"f",2020-02-13,"issue","inbound","closed","Remote Keys get stuck","n",71,"FALSE",NA,NA
"1648","5331",24,"f",2020-01-01,"issue","inbound","closed","App takes a long time to initialize","n",49,"FALSE",4,2
"1649","852",36,"u",2020-01-05,"issue","inbound","closed","Unable to connect the App to the device","n",101,"FALSE",3,3
"1650","5307",40,"u",2020-02-13,"issue","inbound","closed incomplete","AC stops abruptly","n",43,"FALSE",3,5
"1651","2399",33,"u",2020-02-04,"issue","inbound","closed","Unable to operate menu from remote","n",30,"FALSE",NA,NA
"1652","7416",35,"u",2020-03-05,"issue","inbound","closed incomplete","Cluttered with popup messages","n",56,"FALSE",NA,NA
"1653","7374",34,"u",2020-01-27,"issue","inbound","closed","AC controller sofware missing","n",57,"FALSE",1,5
"1654","4082",35,"m",2020-01-22,"issue","inbound","closed","Factory settings not working","n",64,"FALSE",3,4
"1655","4668",33,"m",2020-02-10,"issue","inbound","closed","Remote Keys get stuck","n",44,"FALSE",NA,NA
"1656","2588",37,"m",2020-03-10,"issue","inbound","open","AC controller sofware missing","y",50,"FALSE",3,5
